CODIGO	NOMBRE	PROV	CAN	PARR	SOSTENIM	NIVEL
16125	BUENA FE	12	10	01	5	2
16128	AURORA ESTRADA Y AYALA	12	10	01	5	2
16132	NARCISA DE JESUS	12	10	01	5	2
16133	JUAN BAUTISTA CARRIEL	12	10	01	3	2
16135	SIMON AVILES NARANJO	12	10	51	5	2
16136	DEMETRIO AGUILERA MALTA	12	10	51	5	2
16138	11 DE OCTUBRE	12	10	01	5	2
16139	9 DE OCTUBRE	12	10	01	5	2
16141	LICEO BOLIVARIANO	12	5	02	5	2
16144	AGUIRRE ABAD	9	1	12	1	3
16145	ARROYO DEL RIO	12	12	01	5	2
16146	SIMON BOLIVAR	12	12	01	5	2
16148	ATTI II PILLAHUASO	9	1	07	1	3
16149	FRANCISCO DE ORELLANA	12	5	09	5	2
16150	HEROES DE PAQUISHA	12	5	01	5	2
16152	SIMON BOLIVAR	12	5	08	5	2
16153	AURORA ESTRADA DE RAMIREZ	9	1	14	1	3
16156	DOCE DE OCTUBRE # 2	9	20	55	1	2
16157	CARLOS BARRAGAN AGUIAR	12	5	05	5	2
16158	ASSAD BUCARAM	12	5	10	5	2
16159	VEINTICUATRO DE MAYO # 3	9	20	55	1	2
16160	RUMINAHUI # 2	12	5	01	5	2
16162	VICTOR EMILIO ESTRADA # 4	9	20	55	1	2
16164	ELOY ALFARO	12	5	08	5	2
16165	ASSAD BUCARAM ELMHALIM	9	1	06	1	3
16169	ANA PAREDES DE ALFARO	9	1	10	1	3
16174	CAMILO GALLEGOS DOMINGUEZ	12	5	09	5	2
16175	ANTONIO ANTE	9	20	55	1	2
16176	ADOLFO H. SIMMONDS	9	1	07	1	3
16177	CRISTO SANA #1	12	5	09	4	2
16178	JOHN F. KENNEDY # 4	9	20	56	1	2
16180	CARLOS TORRES SALAS # 7	9	20	55	1	2
16182	AGUSTIN VERA LOOR DR.	9	1	14	1	3
16183	TEODORO JARA SEVILLA	12	5	02	5	2
16184	LIBERTADOR	12	5	07	5	2
16185	BATALLA DE TARQUI	9	1	12	1	3
16186	JAIME ROLDOS AGUILERA  # 8	9	20	55	1	2
16188	DEMETRIO AGUILERA MALTA # 9	9	20	55	1	2
16189	PROVINCIA DE LOS RIOS	12	5	02	5	2
16191	FEDERICO GONZALEZ SUAREZ	12	5	02	5	2
16192	CAMILO DESTRUGE	9	1	06	1	3
16193	AMAZONAS # 2	12	5	09	5	2
16194	BATALLA DE CONE # 10	9	20	55	1	2
16196	CAMILO GALLEGOS DOMINGUEZ	9	1	14	1	3
16199	CARLOS CUEVA TAMARIZ	9	1	06	1	3
16200	CARLOS ALBERTO FLORES	9	20	55	1	2
16201	MARCO AURELIO SUBIA MARTINEZ	12	12	01	5	2
16202	HUANCAVILCA # 13	9	20	55	1	2
16203	15 DE JUNIO	12	12	01	5	2
16204	CARLOS ESTARELLAS AVILES LCDO.	9	1	14	1	3
16205	JUAN LEON MERA # 14	9	20	55	1	2
16206	SEBASTIAN ELCANO	12	12	01	1	2
16207	MARIA CRUZ MACIAS MACIAS # 5	9	20	56	1	2
16208	EUGENIO ESPEJO	12	12	01	1	2
16209	CLEMENTE YEROVI INDABURU	9	1	12	1	3
16212	JOSE MARIA EGAS # 16	9	20	55	1	2
16214	DOLORES SUCRE	9	1	12	1	3
16217	ELOY ALFARO	9	1	14	1	3
16219	ENRIQUE GIL GILBERT	9	1	08	1	3
16220	IDELFONSO OLLAGUE # 17	9	20	55	1	2
16221	FRANCISCO DE ORELLANA	9	1	14	1	3
16222	FRANCISCO CAMPOS COELLO DR.	9	1	12	1	3
16223	SAN FERNANDO # 18	9	20	55	1	2
16224	FRANCISCO HUERTA RENDON	9	1	12	1	3
16225	GUAYAQUIL I.T.S.	9	1	05	1	3
16226	ELOY ALFARO	12	12	01	1	2
16227	HUANCAVILCA	9	1	03	1	3
16228	PUERTO BALAO	12	12	01	1	2
16229	ISMAEL PEREZ PAZMIÑO	9	1	12	1	3
16230	VICTOR EMILIO ESTRADA	12	12	01	1	2
16231	JUAN MONTALVO	12	12	01	5	2
16232	AZUCENA LEON DE MORALES	7	1	52	1	2
16235	JOSE JOAQUIN PINO ICAZA	9	1	12	1	3
16236	MANABI	12	12	01	5	2
16237	LUZ Y SABER	12	12	01	1	2
16238	ENRIQUE CASTRO AGUILAR	7	1	05	1	2
16239	JOSE VICENTE TRUJILLO DR.	9	1	14	1	3
16241	23 DE ABRIL	7	1	05	1	2
16242	CIUDAD DE VALENCIA	12	11	01	5	2
16243	JUAN EMILIO MURILLO LANDIN	9	1	04	1	3
16244	GLADYS CEDENO DE OLIVO	12	11	01	5	2
16245	HOMERO VILLAMIL BASTIDAS	12	11	01	5	3
16246	JUAN MODESTO CARBO NOBOA DR.	9	1	14	1	3
16247	MANUELA CAÑIZARES	7	1	52	1	2
16248	JUAN MONTALVO	12	11	01	1	2
16249	JOSE JOAQUIN DE OLMEDO	9	1	13	1	3
16250	ANA LLERENA OTOYA	12	11	01	1	2
16251	5 DE JUNIO	12	11	01	5	2
16252	REMIGIO GEO GOMEZ GUERRERO	7	1	05	1	2
16253	JUAN MONTALVO	9	1	07	1	3
16255	EDUARDO FLORES TORRES	12	11	01	5	2
16256	JOSE MARIA EGAS	9	1	14	1	3
16258	HERMANO MIGUEL	7	1	01	5	2
16259	CLEMEMTE YEROVI INDABURO	12	11	01	1	2
16260	JOAQUIN GALLEGOS LARA	9	1	04	1	3
16261	3 DE NOVIEMBRE	7	14	51	1	2
16263	SAN FRANCISCO	19	1	02	2	3
16264	JORGE CARRERA ANDRADE	9	1	12	1	3
16266	JORGE ICAZA CORONEL	9	1	04	1	3
16267	HECTOR LARA ZAMBRANO	7	14	01	1	2
16268	JAIME ROLDOS AGUILERA AB.	9	1	14	1	3
16269	MADRE BERNARDA	19	1	02	2	3
16270	LEONIDAS ORTEGA MOREIRA DR.	9	1	14	1	3
16272	12 DE FEBRERO	19	1	02	1	3
16273	LEONIDAS GARCIA	9	1	16	1	3
16274	12 DE FEBRERO	19	1	02	1	3
16275	AUGUSTO MENDOZA MOREIRA	9	1	12	1	3
16276	JORGE MOSQUERA	19	1	02	1	3
16278	RIO ZAMORA	19	1	51	1	3
16279	DANIEL MARTINEZ	19	1	52	1	3
16280	MARTHA BUCARAM DE ROLDOS	9	1	12	1	3
16281	ZUMBI	19	7	01	1	3
16282	JACINTO EUSEBIO ROMERO APOLO	7	4	01	1	2
16283	MIGUEL MARTINEZ SERRANO DR.	9	1	07	1	3
16284	ZUMBI	19	7	01	1	3
16285	NUEVE DE OCTUBRE	9	1	14	1	3
16286	SOBERANIA NACIONAL	19	7	51	1	3
16287	REPUBLICA DE COSTA RICA	7	6	01	1	2
16288	NUMA POMPILIO LLONA	9	1	04	1	3
16289	IMBANA	19	1	53	1	3
16290	PRIMERO DE MAYO	19	5	01	1	3
16291	PROF MARGARITA BONILLA DE MURO	7	6	53	1	2
16292	OTTO AROSEMENA GOMEZ	9	1	04	1	3
16293	PRIMERO DE MAYO	19	5	01	1	3
16294	MARTHA BUCARAN DE ROLDOS	19	5	01	1	3
16295	PATRIA ECUATORIANA	9	1	04	1	3
16296	JUAN XXIII	19	5	01	2	3
16297	UNE	19	5	51	1	3
16298	PROVINCIA DEL CARCHI	9	1	04	1	3
16299	10 DE NOVIEMBRE	19	5	53	1	3
16301	DR. CARLOS NAPOLEON MERA	7	6	53	1	2
16302	ECUADOR AMAZONICO	19	6	01	2	3
16303	RIO NANGARITZA	19	3	01	1	3
16304	DR JORGE ZAVALA BAQUERIZO	7	8	51	1	2
16305	ZUMBA	19	2	01	1	3
16306	PROF ZULIMA VACA RIVERA	7	9	01	1	2
16307	ZUMBA	19	2	01	1	3
16308	MANUELA SAENZ	19	2	01	1	3
16309	AMELIA TOBAR SUBIAGA	7	9	01	1	2
16310	CHINCHIPE	19	2	54	1	3
16311	LCDO EUGENIO GARCIA GARCIA	7	9	02	1	2
16312	HEROES DE PAQUISHA	19	2	51	1	3
16313	DR LEONIDAS GARCIA	7	9	52	1	2
16314	10 DE AGOSTO	19	2	52	1	3
16315	EL PORVENIR	19	8	51	1	3
16316	ORIENTE ECUATORIANO	19	8	01	1	3
16317	CIUDAD DE LOYOLA	19	8	53	1	3
16318	VALLE DEL CHINCHIPE	19	8	52	1	3
16319	ELOY ALFARO	19	1	02	1	2
16320	LA INMACULADA	19	1	02	2	2
16321	JUAN WISNETH	19	1	02	2	2
16323	AMAZONAS	19	1	02	1	2
16324	SIMON BOLIVAR    (IPED)	19	1	02	1	2
16325	FERNANDO PASAN	19	1	01	1	2
16326	ALONSO DE MERCADILLO	19	1	01	1	2
16327	12 DE OCTUBRE	19	1	56	1	2
16328	PROF. LEONARDO ARAUJO MENDOZA	7	5	01	1	2
16329	LUIS A VALENCIA	19	1	53	1	2
16330	PROF BOLIVAR MADERO VARGAS	7	9	56	1	2
16331	JUAN DE VERGARA	19	1	53	1	2
16332	JAEN Y MAINAS	19	1	53	1	2
16333	VICENTE ANDA AGUIRRE	19	1	53	1	2
16334	ANTONIO ANTE	19	1	53	1	2
16335	VELASCO IBARRA (INDIGENA)	19	1	53	1	2
16336	MANUEL SEGUNDO ORMAZA	19	1	53	1	2
16337	HERNANDO DE BARAHONA	19	1	53	1	2
16338	LUIS FELIPE BORJA	19	1	55	1	2
16339	ALEJANDRO DE HUMBOLTH	19	1	55	1	2
16340	NACIONES UNIDAS	19	1	55	1	2
16341	GRAN COLOMBIA	19	1	56	1	2
16343	PROVINCIA DE PICHINCHA	9	1	06	1	3
16344	SANGAY	14	4	01	1	2
16345	DR FRANCISCO XAVIER TRUJILLO	7	1	02	1	2
16346	QUITO LUZ DE AMERICA	14	4	01	1	2
16347	ISABEL LA CATOLICA	7	1	02	1	2
16348	24 DEDICIEMBRE	14	4	54	1	2
16349	BOLIVIA BENITEZ	7	1	02	1	2
16350	PROVINCIA DE TUNGURAHUA	9	1	12	1	3
16351	ISABEL DE GODIN	14	4	51	1	2
16353	CIUDAD DE MACHALA	7	1	02	1	2
16354	GENERAL PINTAG	14	4	51	1	2
16356	PROVINCIA DE CHIMBORAZO	9	1	14	1	3
16357	CIUDAD DE LOJA	14	4	51	1	2
16358	LUZ DE AMERICA	7	1	02	1	2
16360	6 DE DICIEMBRE	14	4	52	1	2
16361	MERCEDES CRUZ DE CRUZ	7	1	02	1	2
16362	CORINA DEL PARRAL DE VELASCO I.	19	1	52	1	2
16363	CALICUCHIMA	14	4	52	1	2
16364	PROVINCIA DE LOJA	9	1	14	1	3
16365	MEDARDO ANGEL SILVA	19	1	52	1	2
16366	PROF. AUGUSTA MORA DE FRANCO	7	1	02	1	2
16367	PROVINCIA DE TUNGURAHUA	14	4	52	1	2
16368	CARLOS MONTUFAR	19	1	52	1	2
16369	SULIMA GARCIA VALAREZO	7	1	02	1	2
16370	DOCTOR LUIS PASTEUR	14	4	54	1	2
16371	JOSE MARTI	19	1	52	1	2
16372	PROVINCIA DE LOS RIOS	9	1	06	1	3
16373	REPUBLICA DEL ECUADOR	14	7	01	1	2
16375	SIMON BOLIVAR	7	1	02	1	2
16376	11 DE NOVIEMBRE	19	1	58	1	2
16377	RIO GUAYAS	14	7	52	1	2
16378	PROVINCIA DE BOLIVAR	9	1	12	1	3
16379	BRACAMOROS	19	1	02	1	2
16381	25 DE DICIEMBRE	14	7	52	1	2
16382	24 DE JUNIO	7	1	02	1	2
16384	PROVINCIA DEL AZUAY	9	1	04	1	3
16385	FRAY SEBASTIAN ROSERO	14	4	54	1	2
16386	MANUEL QUIROGA	19	1	51	1	2
16387	ENRIQUE MORA SARES (PLANTEL CENTRAL)	7	1	02	1	2
16389	EUGENIO ESPEJO	19	1	51	1	2
16390	PABLO HANNIBAL VELA EGUEZ	9	1	05	1	3
16391	HEROES DE PAQUISHA	19	1	51	2	2
16392	22 DE JUNIO	14	4	54	1	2
16393	DR EULOGIO SERRANO ARMIJOS	7	1	02	1	2
16394	ANDRES FRANCISCO CORDOVA	14	4	54	1	2
16395	GONZALEZ SUAREZ	19	1	51	1	2
16396	PROVINCIA DE COTOPAXI	9	1	14	1	3
16397	DR JORGE MURILLO UGARTE	7	1	02	1	2
16398	COTOPAXI	14	4	54	1	2
16399	RIO CENEPA	19	1	51	1	2
16400	25 DE JUNIO	7	1	02	1	2
16401	PRINCESA PACCHA	19	1	51	1	2
16402	RIO PASTAZA	14	4	01	1	2
16403	RAFAEL GARCIA GOYENA	9	1	04	1	3
16405	RAMOS DE OLIVA ECHEVERRIA	7	1	02	1	2
16406	13 DE ABRIL	19	1	51	1	2
16408	CARLOS LARA	19	1	58	1	2
16409	UNION NACIONAL DE EDUCADORES	7	1	02	1	2
16410	RITA LECUMBERRI	9	1	07	1	3
16411	SIN NOMBRE DE YAWINTZA	14	4	54	1	2
16412	VICTOR MANUEL PEÑAHERRERA	19	1	58	1	2
16413	SIN NOMBRE (CENTRO CHUPI)	14	4	54	1	2
16414	PEDRO VICENTE MALDONADO	19	1	51	1	2
16415	RAYMOND MAUGE THONIEL	9	1	12	1	3
16416	KUNAMP	14	4	54	1	2
16417	RIO PALORA	14	4	55	1	2
16418	10 DE AGOSTO	14	4	54	1	2
16419	SIMON BOLIVAR (I.T.S.)	9	1	12	1	3
16420	JOSE JOAQUIN DE OLMEDO	19	1	51	1	2
16421	SIN NOMBRE (PEKESH)	14	4	54	1	2
16422	AUGUSTO MINUCHE GARRIDO	7	1	02	1	2
16423	AQUILES PEREZ	14	4	54	1	2
16424	ALFREDO PEREZ GUERRERO	19	1	58	1	2
16425	TEODORO ALVARADO OLEA DR.	9	1	12	1	3
16426	2 DE AGOSTO	19	1	51	1	2
16427	TEODORO MALDONADO CARBO DR.	9	1	04	1	3
16428	ANTONIO JOSE DE SUCRE	19	1	52	1	2
16429	LUIS VARGAS TORRES	19	1	52	1	2
16430	COMBATE DE PILO	7	1	04	1	2
16431	VICENTE ROCAFUERTE	9	1	13	1	3
16433	9 DE OCTUBRE	7	1	02	1	2
16434	PROF. ALBERTO CRUZ MURILLO	7	1	02	1	2
16435	JUAN TANCA MARENGO	19	1	56	1	2
16436	BOLIVAR MADERO VARGAS	7	1	02	1	2
16437	RADIOFONICO BICULTURAL SHUAR	14	6	01	2	2
16438	BERNARDO VALDIVIESO	19	1	58	1	2
16439	ROMEO MURILLO PAZMIÑO	7	1	02	1	2
16440	28 DE MAYO	9	1	12	1	3
16441	DR MANUEL BENJAMIN CARRION MORA	7	1	02	1	2
16442	ODILO AGUILAR	19	1	52	1	2
16443	WAAM	14	4	51	2	2
16445	PIO JARAMILLO ALVARADO	19	1	52	1	2
16446	SGTO. HECTOR G. CHICA ESPINOZA	7	1	02	1	2
16447	ALFREDO BAQUERIZO MORENO DR. (U.B)	9	1	06	1	3
16450	JAIME IZQUIERDO (INDIGENA)	19	4	51	1	2
16451	PROF.EUFEMIA JUDITH ESPINOZA	7	11	01	1	2
16452	JEMPE	14	4	54	2	2
16453	ABOGADA MARTHA BUCARAM DE ROLDOS	7	1	01	1	2
16454	JUANK	14	7	52	2	2
16457	LORENZO DE CEPEDA	19	1	52	2	2
16459	SUNKA	14	4	52	2	2
16460	PABLO HANNIBAL VELA	7	1	03	1	2
16462	SEGUNDO CUEVA CELI	19	7	51	2	2
16463	CIUDAD DE ZARUMA	7	11	51	1	2
16464	LUIS AMANDO UGARTE	7	1	01	1	2
16465	TSEREMP	14	4	52	5	2
16466	GONZALO ZALDUMBIDE	19	7	01	1	2
16467	LA PROVIDENCIA	7	1	01	1	2
16468	DR FRANCISCO OCHOA ORTIZ	7	1	01	1	2
16469	UKUKUI	14	7	01	2	2
16470	CIUDAD DE PORTOVELO	7	11	52	1	2
16471	CRUZ RAMIREZ DE CRUZ	7	1	01	1	2
16472	CAMILO PONCE ENRIQUEZ	19	7	01	1	2
16473	OLMEDO KATAN	14	1	01	2	2
16474	GALO PLAZA LASSO	7	1	01	1	2
16475	LCDO DIEGO MINUCHE GARRIDO	7	1	01	1	2
16476	HERMANO MIGUEL	19	7	01	1	2
16477	DR. GABRIEL GARCIA MORENO	7	11	52	1	2
16478	RAFAEL AMPAM	14	1	01	2	2
16479	PROF CLEOPATRA FERNANDEZ DE CASTILLO	7	1	01	1	2
16480	CIUDAD DE SARAGURO	19	3	01	1	2
16481	HEROES DE PAQUISHA	7	1	03	1	2
16482	NUNKUI	14	7	51	2	2
16483	PROF ANDRES  CEDILLO PRIETO	7	1	01	1	2
16484	LEOPOLDO N.CHAVEZ	7	11	53	1	2
16485	RIO COMAINA	19	7	51	1	2
16486	RIO CANCHIS	19	7	51	1	2
16487	JAIME ROLDOS AGUILERA	7	1	04	1	2
16489	DARIO MALDONADO	7	11	53	1	2
16490	ABDON CALDERON MUNOZ (INDIGENA)	19	3	01	1	2
16491	HEROES DE JAMBELI	7	1	04	1	2
16492	NANTAR	14	7	51	2	2
16493	SEGUNDO QUIROZ	19	3	01	1	2
16494	 DR CAMILO GALLEGOS DOMINGUEZ	7	1	04	1	2
16495	FRANCISCO PIZARRO	14	7	51	1	2
16498	MIGUEL DE SANTIAGO	19	3	01	1	2
16499	12 DE NOVIEMBRE	7	1	04	1	2
16500	NAWECH	14	1	62	2	2
16501	PROF ROMULO VIDAL ZEA	7	1	04	1	2
16503	CORDILLERA DEL CONDOR	19	3	01	1	2
16504	PROF MAURO MATAMOROS MEZA	7	1	03	1	2
16505	ENTSA	14	7	01	2	2
16506	EUGENIO ESPEJO	7	1	03	1	2
16507	PEDRO FERMIN CEVALLOS	19	3	51	1	2
16508	DANIEL CORDOVA TORAL	7	1	03	1	2
16509	TSAWAWANT	14	1	62	2	2
16510	TEODORO WOLF	7	11	53	1	2
16511	FISCOMISIONAL ATAHUALPA	19	3	01	2	2
16512	PROF SARA SERRANO DE MARIDUENA	7	1	03	1	2
16513	TUNA	14	7	51	5	2
16514	HECTOR ENCALADA SANCHEZ	7	1	03	1	2
16515	MONSEÑOR JORGE MOSQUERA	19	3	01	2	2
16516	JOSE JOAQUIN DE OLMEDO	7	11	53	1	2
16517	MANUEL ISAAC ENCALADA MORA	7	1	03	1	2
16518	TSUNKI	14	7	51	2	2
16519	24 DE JULIO	7	1	03	1	2
16520	FRANCISCO HUERTA RENDON (INDIGENA)	19	3	01	1	2
16521	VICTOR ANTONIO MORENO MOSQUERA	7	1	03	1	2
16522	EDUARDO ESPINOZA CORNEJO	7	11	53	1	2
16523	MATI	14	7	51	2	2
16524	CRNEL TOMAS LARREA	7	1	02	1	2
16525	VICENTE ROCAFUERTE	19	7	51	1	2
16526	JOSE VICENTE PEÑAFIEL	7	1	01	1	2
16527	ANTRIA	14	7	51	2	2
16528	PROF MANUEL CENTENO GARZON	7	1	05	1	2
16530	MARIA TRONCATI	14	1	57	2	2
16531	ELOY ALFARO	7	1	05	1	2
16532	GASPAR DE CARVAJAL	19	7	51	1	2
16533	RAFAEL GONZALEZ RUBIO	7	1	05	1	2
16534	PROF DELFINA ECHEVERRIA DE JARA	7	1	52	1	2
16535	NAAKAM	14	7	51	2	2
16536	JOSE MARIA URBINA	19	7	51	1	2
16537	JUAN PIO MONTUFAR	7	1	52	1	2
16538	GENERAL ELOY ALFARO	7	1	05	1	2
16540	25 DE JUNIO	7	1	05	1	2
16541	10 DE AGOSTO	7	1	52	1	2
16542	EMILIANO ORTEGA	19	7	01	1	2
16543	OLINDA GALVEZ DE ARMIJOS	7	1	52	1	2
16544	BENIGNO MALO	19	7	01	1	2
16545	MIGUEL ANGEL PINEDA COBOS	7	1	52	1	2
16546	LUCIANA CASTRO DE CUCALON	7	1	52	1	2
16548	MANUEL MINUCHE	7	1	52	1	2
16549	9 DE MAYO  (PLANTEL CENTRAL)	7	1	52	1	2
16550	27 DE FEBRERO	19	7	01	1	2
16551	KLEBER FRANCO CRUZ	7	1	05	1	2
16552	DR JOSE JARAMILLO MONTOYA	7	1	01	4	2
16553	REGION AMAZONICA	19	7	01	1	2
16554	LA INMACULADA	7	1	02	4	2
16555	JUAN JACOBO ROUSSEAU	19	7	01	1	2
16556	ALEXANDER	7	1	02	5	2
16557	CANTON CHINCHIPE	19	7	01	1	2
16558	ELOY ALFARO	7	1	01	5	2
16559	ALFREDO BAQUERIZO MORENO	19	7	01	1	2
16560	EL PRINCIPITO	7	1	01	5	2
16561	MANUEL ISAAC ENCALADA ZUÑIGA	7	1	03	4	2
16562	LA CONDAMINE	19	7	01	1	2
16563	CIUDAD DE QUITO	7	2	01	1	2
16564	LEOPOLDO LUCERO	19	5	53	1	2
16565	MARIA PIEDAD CASTILLO DE LEVI	7	2	01	1	2
16566	11 DE NOVIEMBRE	7	2	01	1	2
16567	LUZ DE AMERICA	19	7	01	1	2
16568	JUAN MONTALVO	7	2	01	1	2
16569	CONSTITUCION	7	2	01	1	2
16570	9 DE OCTUBRE	19	7	01	1	2
16571	MAYOR HECTOR ESPINOZA	7	2	01	1	2
16572	VICTOR EMILIO ESTRADA	19	7	01	1	2
16573	CIUDAD DE ARENILLAS	7	2	01	1	2
16574	24 DE MAYO	19	7	01	1	2
16575	ELOY ALFARO	7	2	01	1	2
16576	18 DE NOVIEMBRE	7	2	01	1	2
16577	LUIS CORDERO CRESPO	19	7	01	1	2
16578	FELIX HUMBERTO PINEDA CORREA	7	2	01	1	2
16579	MONS. LEONIDAS PROANO VILLALVA	7	2	01	1	2
16580	ARCHIPIELAGO DE COLON	19	7	01	1	2
16581	5 DE AGOSTO	7	2	01	1	2
16582	CARLOS GARBAY	19	1	52	1	2
16583	BATALLON CAYAMBE	7	2	01	1	2
16584	AMAZONAS	7	2	01	1	2
16585	AURELIO ESPINOZA POLIT	19	7	01	2	2
16587	DR. LUIS BALLADARES CHUCHUCA	7	1	02	1	2
16588	GENERAL EPICLACHIMA	19	7	01	1	2
16589	REMIGIO CRESPO TORAL	7	2	01	1	2
16590	24 DE AGOSTO	7	2	01	1	2
16591	GENERAL PINTAG	19	7	01	1	2
16592	ARISTIDES CORDOVA VILLACIS	7	2	01	1	2
16593	B. I. 38 AMBATO	7	2	01	1	2
16594	CIUDAD DE LATACUNGA	19	7	01	1	2
16595	DR. NAPOLEON PALADINES CARREÑO	7	2	01	1	2
16596	SOLDADO JOSE DIAZ	7	2	51	1	2
16598	ZOILA ESPERANZA CRESPO	7	2	55	1	2
16599	SIMON BOLIVAR	7	2	51	1	2
16600	JESUS MARIA YEPEZ	7	2	55	1	2
16601	JUAN XXIII	19	5	01	2	2
16602	CIUDAD DE LOJA	7	14	01	1	2
16603	MARIA PAULINA SOLIS	19	5	01	1	2
16604	PROVINCIA DE TUNGURAHUA	7	14	52	1	2
16605	NICOLAS VALDANO RAFFO	7	14	01	1	2
16606	PEDRO MONCAYO	19	5	01	1	2
16607	JORGE YEPEZ CARRANZA	7	14	51	1	2
16608	DR JOSE MARIA VELASCO IBARRA	7	14	51	1	2
16610	PADRE JUAN DE VELASCO  (PLANTEL CENTRAL)	7	14	01	1	2
16611	10 DE NOVIEMBRE	19	5	51	1	2
16612	TENIENTE RODRIGUEZ	7	14	52	1	2
16613	ISABEL LA CATOLICA	19	5	51	1	2
16614	JUAN LEON MERA	7	14	53	1	2
16615	ANTONIO NEUMANE	19	5	01	1	2
16616	FRANCISCO ARCELLES TALLEDO	7	14	52	1	2
16617	BATALLON MONTECRISTI	7	14	53	1	2
16618	DR LAUTARO CASTILLO RAMIREZ	7	14	52	1	2
16619	PROVINCIA DEL NAPO	19	5	01	1	2
16620	TENIENTE GUSTAVO LEDESMA VASQUEZ	7	14	52	1	2
16621	CASPICARA	19	5	51	1	2
16622	10 DE AGOSTO	7	14	53	1	2
16623	DOLORES CARRENO DE MORA	7	14	52	1	2
16624	VICTOR EMILIO UZCATEGUI	19	5	01	1	2
16625	ARCHIPIELAGO DE JAMBELI	7	14	52	1	2
16628	PROVINCIA DE ZAMORA CHINCHIPE	7	14	01	1	2
16629	JUAN PIO MONTUFAR	19	5	01	1	2
16630	JOSE MEJIA LEQUERICA	7	2	54	1	2
16631	GABRIEL GARCIA MORENO	19	5	51	1	2
16632	PROF ROBERTO CORREA SANCHEZ	7	2	54	1	2
16633	9 DE OCTUBRE	7	2	54	1	2
16634	CLEMENTE YEROVI INDABURU	19	5	53	1	2
16635	GRAL VICENTE ANDA AGUIRRE	7	2	54	1	2
16636	5 DE JUNIO	7	2	54	1	2
16637	VICENTE ROCAFUERTE	7	2	54	1	2
16638	24 DE MAYO	7	2	54	1	2
16639	JOSE MIGUEL ALVAREZ	7	2	54	1	2
16640	TNTE. HUGO ORTIZ	7	2	54	1	2
16641	MAYOR GALO MOLINA	7	2	54	1	2
16642	MAYOR MANUEL ANTONIO ROSERO	7	2	54	1	2
16643	AURELIO SOLIS	7	2	54	1	2
16644	PALMALES	7	2	54	1	2
16645	RIO ARENILLAS	7	2	54	1	2
16647	JUAN LEON MERA	7	3	01	1	2
16648	13 DE JULIO	7	3	01	1	2
16649	REPUBLICA DE ARGENTINA	7	3	01	1	2
16650	DR. DAVID GUZMAN	7	3	01	1	2
16651	GASTON FIGUEIRA	7	3	01	1	2
16652	EUGENIO ESPEJO	7	3	01	1	2
16653	ANTONIO JOSE DE SUCRE	7	12	01	1	2
16654	SOR AMALIA URIGUEN ESPINOZA	7	3	01	1	2
16655	10 DE AGOSTO	7	3	51	1	2
16656	AMAZONAS	7	3	51	1	2
16658	MERCEDES MOROCHO	7	3	51	1	2
16659	GRAL ALCIDES PESANTES	7	12	01	1	2
16660	EL ORO	7	3	54	1	2
16661	LUIS NAPOLEON DILLON	19	5	53	1	2
16662	EUGENIO ESPEJO	7	12	01	1	2
16663	25 DE ABRIL	7	3	51	1	2
16665	GRAL VICENTE ANDA AGUIRRE	7	3	53	1	2
16666	CIUDAD DE SANTA ROSA	7	12	01	1	2
16667	REPUBLICA DE VENEZUELA	7	3	51	1	2
16668	SOR RUFINA	19	5	01	1	2
16669	6 DE ABRIL	7	3	51	1	2
16670	PROF. CELIA L. PONTON MATAMOROS	7	3	51	1	2
16671	CRISTOBAL COLON	19	5	01	1	2
16672	REPUBLICA DE MEXICO (PLANTEL CENTRAL)	7	3	52	1	2
16673	HOMERO VITERI LAFRONTE	19	5	01	1	2
16675	BLANCA LIDIA ORDOÑEZ VASQUEZ	7	3	52	1	2
16676	BELISARIO QUEVEDO	19	5	53	1	2
16677	ATAHUALPA	7	3	53	1	2
16678	VICENTE OLIVERIO BASTIDAS	19	5	01	1	2
16679	NAPO PASTAZA	7	4	01	1	2
16680	PROF LUZ VICTORIA RIVERA DE MORA	7	4	01	1	2
16681	PEDRO VICTOR FALCONI	19	5	51	1	2
16682	PADRE JUAN DE VELASCO	7	4	01	1	2
16683	TERESA DE CEPEDA Y FUERTES	19	5	51	1	2
16686	ALFONSO LARCO	19	5	51	1	2
16687	JACINTO JIJON Y CAAMAÑO	19	5	01	1	2
16688	HERNAN CORTEZ	19	5	01	1	2
16689	SIMON RODRIGUEZ (INDIGENA)	19	5	51	1	2
16690	CENTRO EDUCATIVO MATRIZ BELLAMARIA	7	4	51	1	2
16691	REMIGIO CRESPO TORAL	19	5	51	1	2
16692	PROF VIRGILIO LOAYZA AÑAZCO	7	4	01	1	2
16693	PIO JARAMILLO ALVARADO	7	4	01	1	2
16694	GABRIELA MISTRAL	19	5	53	1	2
16695	PROF LEOVIGILDO LOAYZA LOAYZA	7	4	51	1	2
16696	LEONIDAS GARCIA	19	6	52	1	2
16697	CIUDAD DE BALSAS	7	4	51	1	2
16698	JUAN MONTALVO	19	5	53	1	2
16699	GRAL MANUEL SERRANO	7	6	01	1	2
16700	PADRE ISASSI	19	5	53	2	2
16701	OSCAR EFREN REYES	7	6	01	1	2
16703	ZOILA UGARTE DE LANDIVAR	7	6	01	1	2
16704	BOLIVIA SERRANO MURILLO	7	6	01	1	2
